,Код объекта,Комнатность,Общая площадь,Высота потолков,Ремонт,Санузел,Балкон,Материал окон,Солнечная сторона,Вид из окон,Счетчик воды,Железная дверь,Подключённые сервисы,Домофон,Этаж/Этажность,Серия,Год постройки,Стены,Номер дома,Колясочная,Двор,Парковка,Адрес,zipcode,url,Цена,Коммунальные платежи,Кухонный гарнитур,Кухня-гостиная,Нежилые помещения на первом этаже,Пандус,Площадка для выгула собак,Площадь кухни,Остекление балкона,Площадь балкона,Счетчик тепла,Гардеробная,Лифт,Консьерж,Велосипедная,Детская площадка,система водонагрева,Кладовка,Корпус,Мягкая мебель,Шкаф-купе,воздушные фильтры,Проходные комнаты,Квартира угловая / торцевая,строение,фильтры для воды,Постирочная,Видеодомофон,охранная сигнализация,кондиционер,Многоуровневая
429,5249132,3,59.5 м²,2.75 м,Частичный ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,"дороги, во двор",есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,1950,Кирпичные,14,,открытый двор,наземный паркинг,"Зарека, ул. Александра Невского пр-т, д. 14",,https://ptz.etagi.com//realty/5249132/,2 300 000 руб.,,,,,,,5.7 м²,,,,,,,,,,,,,,,,Да,,,,,,,
430,5267154,3,55.8 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,,"телефон, интернет, кабельное телевидение",Есть,2 из 4,А-1,1961,Кирпичные,26,,открытый двор,наземный паркинг,"Октябрьский, ул. Зайцева, д. 26",,https://ptz.etagi.com//realty/5267154/,2 945 000 руб.,,,,,,,6.2 м²,,,,,,,,,,,,,,,,,,,,,,,
431,5266708,2,48.7 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,1969,Блочные,25,есть,открытый двор,наземный паркинг,"Голиковка, ул. Володарского, д. 25",,https://ptz.etagi.com//realty/5266708/,2 900 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,5267293,2,31 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Общ,1984,Кирпичные,13,,открытый двор,парковка отсутствует,"Ключевая, ул. Кемская, д. 13",,https://ptz.etagi.com//realty/5267293/,870 000 руб.,,,,,,,,,,,,пассажирский,,,,,,,,,,,,,,,,,,
433,5272104,2,56 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,"стены соседних домов, во двор, на детскую площадку",есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 2,А-1,1957,Деревянные,40,,открытый двор,наземный паркинг,"Перевалка, ул. Фурманова, д. 40",,https://ptz.etagi.com//realty/5272104/,1 965 000 руб.,4000 ₽,+,да,,,,11.1 м²,,,есть,,,,,,,в квартире,,+,,,,,,,,,,,
434,5229882,2,69 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,,есть,есть,"телефон, интернет",,5 из 5,Инд,2006,Кирпичные,3,,закрытый двор,наземный паркинг,"Зарека, ул. Ключевское шоссе, д. 3",,https://ptz.etagi.com//realty/5229882/,5 490 000 руб.,,+,,,,,,есть,,,,,,,,,,,+,+,,,,,,,Есть,,,
435,5242397,3,95.6 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 7,Инд,2003,Кирпичные,45,,открытый двор,наземный паркинг,"Перевалка, ул. Чкалова, д. 45",,https://ptz.etagi.com//realty/5242397/,6 500 000 руб.,,,,,,,15.6 м²,,"1,5 м²",,,пассажирский,,,,,,,,,,,,,,,,,,
436,5242927,3,85.6 м²,2.7 м,Ремонт по дизайн проекту,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,24 из 25,Инд,2016,Монолитные,15,есть,открытый двор,подземный паркинг,"Кукковка, ул. Энтузиастов, д. 15",,https://ptz.etagi.com//realty/5242927/,8 700 000 руб.,4000-5000 ₽,+,да,,,,30 м²,,,,+,пассажирский и грузовой,есть,,"песочница, качели, горка, полоса препятствий, домики, турники",,отдельно от квартиры,,+,+,,,Да,,,,,,,
437,5275450,2,42 м²,2.5 м,Улучшенная черновая отделка,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 9,Инд,2018,Панельные,8,,открытый двор,наземный паркинг,"Древлянка, ул. Интернационалистов бульвар, д. 8",,https://ptz.etagi.com//realty/5275450/,3 700 000 руб.,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,5243309,3,69 м²,2.5 м,Современный ремонт,Раздельный,Лоджия,Пластиковые,часть окон,"дороги, трассы, автомобильные мосты, во двор",есть,есть,"телефон, интернет",Есть,5 из 5,Инд,2012,Панельные,9,,открытый двор,наземный паркинг,"Ключевая, ул. Гвардейская, д. 9",,https://ptz.etagi.com//realty/5243309/,4 500 000 руб.,,+,,,,,8.9 м²,есть,6 м²,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
439,5244797,3,64.6 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,9 из 9,Инд,2018,Панельные,8,есть,открытый двор,наземный паркинг,"Древлянка, ул. Интернационалистов бульвар, д. 8",,https://ptz.etagi.com//realty/5244797/,5 750 000 руб.,3500-5000 ₽,,да,,обычный,,,есть,,,,пассажирский,,есть,,,,,,,,,,,,,,,,
440,5248598,4,74.6 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,"трассы, автомобильные мосты, памятники архитектуры, культуры, пешеходные бульвары, во двор",есть,есть,интернет,Есть,10 из 11,75 ,1994,Панельные,31 к1,,открытый двор,наземный паркинг,"Древлянка, ул. Лососинское шоссе, д. 31 к1",,https://ptz.etagi.com//realty/5248598/,4 300 000 руб.,,+,,,,есть,,есть,,,,пассажирский,,,"песочница, качели, горка, полоса препятствий, домики, турники, шведская стенка, кольца",,,1,,,,,,,,,,,,
441,5265420,4,58.6 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,все окна,во двор,есть,есть,интернет,Есть,3 из 5,Инд,,Блочные,58,,открытый двор,наземный паркинг,"Янишполе п., ул. Центральная, д. 58",,https://ptz.etagi.com//realty/5265420/,1 650 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5193123,2,58.9 м²,2.95 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 3,Инд,1951,Кирпичные,8,,открытый двор,парковка отсутствует,"Голиковка, ул. Правды, д. 8",,https://ptz.etagi.com//realty/5193123/,4 050 000 руб.,,,,,,,11.7 м²,,,,,,,,,,,,,,,,,,,,,,,
443,5167683,4,85.5 м²,2.5 м,Современный ремонт,Совмещенный,Два балкона и более,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,14 из 16,Инд,1997,Монолитные,29,,открытый двор,наземный паркинг,"Древлянка, ул. Лососинское шоссе, д. 29",,https://ptz.etagi.com//realty/5167683/,6 500 000 руб.,5000-10000 ₽,+,да,,,,8 м²,есть,,,,пассажирский и грузовой,,есть,,,в квартире,,,+,,,,,,,,,,
444,5147575,1,16.6 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Деревянные,часть окон,во двор,,,интернет,Есть,4 из 9,Общ,1980,Кирпичные,28,,открытый двор,наземный паркинг,"Ключевая, ул. Судостроительная, д. 28",,https://ptz.etagi.com//realty/5147575/,699 000 руб.,,,,,,,,,,,,пассажирский,,,,,,,+,,,,,,,,,,,
445,5131859,2,55.3 м²,2.5 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 9,Инд,1977,Панельные,57б,,открытый двор,наземный паркинг,"Голиковка, ул. Калинина, д. 57б",,https://ptz.etagi.com//realty/5131859/,4 000 000 руб.,4000-6000 ₽,+,,,,,,,,,,пассажирский,,,,+,,,,+,,,,,,,,,,
446,5163089,3,56.3 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,1-335А,1966,Панельные,47,,открытый двор,парковка отсутствует,"Голиковка, ул. Володарского, д. 47",,https://ptz.etagi.com//realty/5163089/,3 570 000 руб.,,,да,,,,5.4 м²,,,,,,,,,,,,,,,,,,,,,,,
447,5162077,1,36 м²,2.5 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,2017,Панельные,5,есть,открытый двор,наземный паркинг,"Древлянка, ул. Скандинавский пр., д. 5",,https://ptz.etagi.com//realty/5162077/,2 950 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,5228222,2,46.3 м²,2.5 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,1980,Панельные,8,,открытый двор,наземный паркинг,"Голиковка, ул. Лесная, д. 8",,https://ptz.etagi.com//realty/5228222/,3 400 000 руб.,4500 ₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,5227518,1,33.5 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,2017,Панельные,17,,открытый двор,наземный паркинг,"Древлянка, ул. Чистая, д. 17",,https://ptz.etagi.com//realty/5227518/,2 750 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,5173168,1,31.9 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,,Кирпичные,8,,открытый двор,парковка отсутствует,"Октябрьский, ул. Октябрьский пр-т, д. 8",,https://ptz.etagi.com//realty/5173168/,2 379 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,5180509,2,65 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,,есть,"телефон, интернет",Есть,4 из 5,Инд,2010,Кирпичные,56,,открытый двор,гостевой паркинг,"Сулажгора, ул. Пограничная, д. 56",,https://ptz.etagi.com//realty/5180509/,5 150 000 руб.,,+,,,,,,есть,,,,,,,,,,,+,+,,,,,,,,,,
452,5160434,3,68 м²,2.55 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,7 из 9,Инд,1992,Панельные,43,,открытый двор,наземный паркинг,"Перевалка, ул. Чапаева, д. 43",,https://ptz.etagi.com//realty/5160434/,4 370 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,5229266,2,41.3 м²,2.75 м,Улучшенная черновая отделка,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,9 из 9,Инд,2018,Монолитные,31,есть,открытый двор,"наземный паркинг, подземный паркинг, гостевой паркинг","Центр, ул. Федосовой, д. 31",,https://ptz.etagi.com//realty/5229266/,4 590 000 руб.,,,да,есть,обычный,есть,19.8 м²,,"8,4 м²",,,пассажирский и грузовой,,,"песочница, качели, горка, полоса препятствий, домики, турники, шведская стенка, кольца",,,,,,,,,,,,,,,
454,5136667,1,12 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Общ,1984,Кирпичные,2,,открытый двор,парковка отсутствует,"Железнодорожный, ул. Щорса, д. 2",,https://ptz.etagi.com//realty/5136667/,450 000 руб.,2000-2500 ₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,5219620,2,40.5 м²,2.5 м,Частичный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,,Блочные,19,,открытый двор,наземный паркинг,"Перевалка, ул. Фрунзе, д. 19",,https://ptz.etagi.com//realty/5219620/,2 700 000 руб.,2000-3500 ₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,5123378,3,75 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,"во двор, на детскую площадку",есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,2014,Панельные,18,,открытый двор,наземный паркинг,"Перевалка, ул. Софьи Ковалевской, д. 18",,https://ptz.etagi.com//realty/5123378/,7 100 000 руб.,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,
457,5161797,2,57 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 3,Инд,,Панельные,24,,открытый двор,наземный паркинг,"Древлянка, ул. Фонтанный пр., д. 24",,https://ptz.etagi.com//realty/5161797/,4 990 000 руб.,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,5211240,2,52.5 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,12 из 21,Инд,2015,Панельные,42а,,открытый двор,"наземный паркинг, подземный паркинг, гостевой паркинг","Перевалка, ул. Чапаева, д. 42а",,https://ptz.etagi.com//realty/5211240/,4 600 000 руб.,,,,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
459,5216823,1,39 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,1995,Панельные,2,,открытый двор,парковка отсутствует,"5-й посёлок, ул. Боровая, д. 2",,https://ptz.etagi.com//realty/5216823/,1 800 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,5214234,2,34.3 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,,Деревянные,39а,,открытый двор,наземный паркинг,"Первомайский, ул. Советская, д. 39а",,https://ptz.etagi.com//realty/5214234/,1 560 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,5144139,4,14 м²,2.55 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Хрущ,1973,Панельные,14а,,открытый двор,парковка отсутствует,"Ключевая, ул. Нойбранденбургская, д. 14а",,https://ptz.etagi.com//realty/5144139/,490 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,5221455,1,36 м²,2.75 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,,Панельные,4,,открытый двор,"наземный паркинг, гостевой паркинг","Древлянка, ул. Скандинавский пр., д. 4",,https://ptz.etagi.com//realty/5221455/,4 000 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,5144941,2,43.7 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,1974,Панельные,22а,,открытый двор,наземный паркинг,"Ключевая, ул. Нойбранденбургская, д. 22а",,https://ptz.etagi.com//realty/5144941/,1 950 000 руб.,,,,,,,5.8 м²,,,,,,,,,,,,,,,,,,,,,,,
464,5139663,1,36.5 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,"во двор, на детскую площадку",есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 8,Инд,2013,Кирпичные,23,,открытый двор,наземный паркинг,"Октябрьский, ул. Варкауса набережная, д. 23",,https://ptz.etagi.com//realty/5139663/,3 600 000 руб.,2500-3000 ₽,+,,,обычный,есть,,есть,,,,пассажирский,,,"песочница, качели, горка, полоса препятствий, домики, турники",,,,,,,,,,,,,,,
465,5219339,3,61 м²,2.54 м,Требует ремонта,Совмещенный,Нет балкона,Деревянные,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",,2 из 2,Инд,,Деревянные,12,,открытый двор,наземный паркинг,"Железнодорожный, ул. Локомотивная, д. 12",,https://ptz.etagi.com//realty/5219339/,1 320 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,5208966,3,53.4 м²,2.5 м,Современный ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 3,Инд,2017,Кирпичные,13,,открытый двор,наземный паркинг,"Ключевая, ул. Сусанина, д. 13",,https://ptz.etagi.com//realty/5208966/,4 000 000 руб.,1700 ₽,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,5188397,4,14 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,1969,Панельные,17,,открытый двор,парковка отсутствует,"Октябрьский, ул. Московская, д. 17",,https://ptz.etagi.com//realty/5188397/,720 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,5188737,1,18 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 9,Общ,1980,Кирпичные,28,,открытый двор,наземный паркинг,"Ключевая, ул. Судостроительная, д. 28",,https://ptz.etagi.com//realty/5188737/,580 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,5173893,3,62.2 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,,Панельные,3,,открытый двор,наземный паркинг,"Кукковка, ул. Парфёнова, д. 3",,https://ptz.etagi.com//realty/5173893/,3 670 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,5160701,2,40.7 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 3,Инд,1969,Панельные,14,,открытый двор,наземный паркинг,"Новая Вилга п., ул. Коммунальная, д. 14",,https://ptz.etagi.com//realty/5160701/,1 559 000 руб.,,,,,,,6 м²,,,,,,,,,,,,,,,,,,,,,,,
471,5208762,1,45.4 м²,2.5 м,Современный ремонт,Совмещенный,Лоджия,Пластиковые,часть окон,,есть,есть,"телефон, интернет",Есть,8 из 16,Инд,,Монолитные,27,,открытый двор,наземный паркинг,"Ключевая, ул. Петрова, д. 27",,https://ptz.etagi.com//realty/5208762/,3 150 000 руб.,,,да,,обычный,,,есть,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
472,5092035,1,13 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Общ,1990,Кирпичные,63,,открытый двор,парковка отсутствует,"Сулажгора, ул. Жуковского, д. 63",,https://ptz.etagi.com//realty/5092035/,440 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,5047147,2,29 м²,2.5 м,Требует ремонта,,Нет балкона,Деревянные,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 9,Общ,1980,Кирпичные,28,,открытый двор,наземный паркинг,"Ключевая, ул. Судостроительная, д. 28",,https://ptz.etagi.com//realty/5047147/,999 000 руб.,,,,,,,,,,,,,,,"песочница, качели",,,,,,,,,,,,,,,
474,5099640,1,25 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Деревянные,все окна,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,1961,Деревянные,15,,открытый двор,наземный паркинг,"Первомайский, ул. Ведлозерская, д. 15",,https://ptz.etagi.com//realty/5099640/,1 240 000 руб.,,,,,,,4 м²,,,,,,,,,,,,,,,,,,,,,,,
475,5081117,2,63 м²,2.5 м,Улучшенная черновая отделка,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 4,Инд,2020,Панельные,38 ст1,,открытый двор,наземный паркинг,"Кукковка, ул. Балтийская, д. 38 ст1",,https://ptz.etagi.com//realty/5081117/,3 500 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
476,5090686,3,60.8 м²,2.9 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 2,Инд,1934,Деревянные,2,,открытый двор,наземный паркинг,"Центр, ул. Закаменский пер., д. 2",,https://ptz.etagi.com//realty/5090686/,2 600 000 руб.,,,,,,,11.6 м²,,,,,,,,,,,,,,,,,,,,,,,
477,5079549,1,25.3 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,6 из 9,75 ,1994,Панельные,10,,открытый двор,парковка отсутствует,"Древлянка, ул. Хейкконена, д. 10",,https://ptz.etagi.com//realty/5079549/,2 200 000 руб.,,,,,,,5.9 м²,есть,,,,пассажирский,,,,,,,,,,,,,,,,,,
478,5047639,2,43.2 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,,Кирпичные,27,,открытый двор,парковка отсутствует,"Центр, ул. Анохина, д. 27",,https://ptz.etagi.com//realty/5047639/,3 000 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,5081409,3,97 м²,2.5 м,Улучшенная черновая отделка,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 4,Инд,2021,Панельные,36,,открытый двор,наземный паркинг,"Кукковка, ул. Балтийская, д. 36",,https://ptz.etagi.com//realty/5081409/,5 600 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,4921461,1,17.4 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Общ,1990,Кирпичные,63,,открытый двор,парковка отсутствует,"Сулажгора, ул. Жуковского, д. 63",,https://ptz.etagi.com//realty/4921461/,685 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,5041884,2,41.3 м²,2.55 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 16,Инд,2020,Монолитные,27,,открытый двор,наземный паркинг,"Ключевая, ул. Петрова, д. 27",,https://ptz.etagi.com//realty/5041884/,3 500 000 руб.,3000 ₽,,да,,обычный,есть,,,3 м²,,,пассажирский и грузовой,,,"песочница, качели, горка",,,,,,,,,,,,,,,
482,5081376,2,63 м²,2.5 м,Улучшенная черновая отделка,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 4,Инд,2020,Панельные,36,,открытый двор,наземный паркинг,"Кукковка, ул. Балтийская, д. 36",,https://ptz.etagi.com//realty/5081376/,3 350 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,5053782,2,47.1 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,1981,Кирпичные,12,,открытый двор,парковка отсутствует,"Зарека, ул. Луначарского, д. 12",,https://ptz.etagi.com//realty/5053782/,2 875 000 руб.,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,
484,5125277,1,36.1 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,2014,Панельные,14А,,открытый двор,наземный паркинг,"Древлянка, ул. Скандинавский пр., д. 14А",,https://ptz.etagi.com//realty/5125277/,2 900 000 руб.,,+,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
485,5062739,2,35.4 м²,2.5 м,Улучшенная черновая отделка,Совмещенный,Есть балкон,Пластиковые,все окна,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,2019,Панельные,1,,открытый двор,наземный паркинг,"Древлянка, ул. Петра Тикиляйнена, д. 1",,https://ptz.etagi.com//realty/5062739/,2 575 000 руб.,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
486,5111872,1,18 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Общ,1975,Кирпичные,4,,открытый двор,наземный паркинг,"Ключевая, ул. Кемская, д. 4",,https://ptz.etagi.com//realty/5111872/,790 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,5117232,1,31 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,1962,Кирпичные,12,,открытый двор,наземный паркинг,"Зарека, ул. Ригачина, д. 12",,https://ptz.etagi.com//realty/5117232/,2 099 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,5094215,4,58.8 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,"75.1, 3-75",1984,Панельные,8,,открытый двор,"парковка отсутствует, наземный паркинг","Кукковка, ул. Сортавальская, д. 8",,https://ptz.etagi.com//realty/5094215/,3 949 000 руб.,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,5088911,3,76.7 м²,3 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,1957,Панельные,35,,открытый двор,парковка отсутствует,"Центр, ул. Анохина, д. 35",,https://ptz.etagi.com//realty/5088911/,3 950 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,5083177,1,33.9 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,2015,Панельные,2,,открытый двор,наземный паркинг,"Древлянка, ул. Чистая, д. 2",,https://ptz.etagi.com//realty/5083177/,2 790 000 руб.,1500-2500 ₽,,да,,,,,есть,,,,,,,,,отдельно от квартиры,,,,,,,,,,,,,
491,5066220,5,102 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 3,1-335А,1948,Кирпичные,1,,открытый двор,наземный паркинг,"Центр, ул. Пушкинская, д. 1",,https://ptz.etagi.com//realty/5066220/,7 200 000 руб.,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,
